Owner,Repo,GHSA ID,CVE ID,Severity,CWEs,Description,References,Commit Link Numbers,Commit Links
django,django,GHSA-3gh2-xw74-jmcw,CVE-2020-9402,high,CWE-89,"Django 1.11 before 1.11.29, 2.2 before 2.2.11, and 3.0 before 3.0.4 allows SQL Injection if untrusted data is used as a tolerance parameter in GIS functions and aggregates on Oracle. By passing a suitably crafted tolerance to GIS functions and aggregates on Oracle, it was possible to break escaping and inject malicious SQL.","['https://nvd.nist.gov/vuln/detail/CVE-2020-9402', 'https://groups.google.com/forum/#!topic/django-announce/fLUh_pOaKrY', 'https://security.gentoo.org/glsa/202004-17', 'https://www.debian.org/security/2020/dsa-4705', 'https://lists.debian.org/debian-lts-announce/2022/05/msg00035.html', 'https://github.com/django/django/commit/6695d29b1c1ce979725816295a26ecc64ae0e927', 'https://docs.djangoproject.com/en/3.0/releases/security', 'https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/4A2AP4T7RKPBCLTI2NNQG3T6MINDUUMZ', 'https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/UZMN2NKAGTFE3YKMNM2JVJG7R2W7LLHY', 'https://security.netapp.com/advisory/ntap-20200327-0004', 'https://usn.ubuntu.com/4296-1', 'https://www.djangoproject.com/weblog/2020/mar/04/security-releases', 'https://github.com/advisories/GHSA-3gh2-xw74-jmcw', 'https://github.com/pypa/advisory-database/tree/main/vulns/django/PYSEC-2020-36.yaml']",1,['https://github.com/django/django/commit/6695d29b1c1ce979725816295a26ecc64ae0e927']
django,django,GHSA-hmr4-m2h5-33qx,CVE-2020-7471,critical,CWE-89,"Django 1.11 before 1.11.28, 2.2 before 2.2.10, and 3.0 before 3.0.3 allows SQL Injection if untrusted data is used as a StringAgg delimiter (e.g., in Django applications that offer downloads of data as a series of rows with a user-specified column delimiter). By passing a suitably crafted delimiter to a contrib.postgres.aggregates.StringAgg instance, it was possible to break escaping and inject malicious SQL.","['https://nvd.nist.gov/vuln/detail/CVE-2020-7471', 'https://github.com/django/django/commit/eb31d845323618d688ad429479c6dda973056136', 'https://groups.google.com/forum/#!topic/django-announce/X45S86X5bZI', 'https://www.openwall.com/lists/oss-security/2020/02/03/1', 'http://www.openwall.com/lists/oss-security/2020/02/03/1', 'https://seclists.org/bugtraq/2020/Feb/30', 'https://security.gentoo.org/glsa/202004-17', 'https://www.debian.org/security/2020/dsa-4629', 'https://github.com/django/django/commit/001b0634cd309e372edb6d7d95d083d02b8e37bd', 'https://github.com/django/django/commit/505826b469b16ab36693360da9e11fd13213421b', 'https://github.com/django/django/commit/c67a368c16e4680b324b4f385398d638db4d8147', 'https://www.djangoproject.com/weblog/2020/feb/03/security-releases', 'https://usn.ubuntu.com/4264-1', 'https://security.netapp.com/advisory/ntap-20200221-0006', 'https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/4A2AP4T7RKPBCLTI2NNQG3T6MINDUUMZ', 'https://github.com/pypa/advisory-database/tree/main/vulns/django/PYSEC-2020-35.yaml', 'https://github.com/advisories/GHSA-hmr4-m2h5-33qx', 'https://docs.djangoproject.com/en/3.0/releases/security']",4,"['https://github.com/django/django/commit/eb31d845323618d688ad429479c6dda973056136', 'https://github.com/django/django/commit/001b0634cd309e372edb6d7d95d083d02b8e37bd', 'https://github.com/django/django/commit/505826b469b16ab36693360da9e11fd13213421b', 'https://github.com/django/django/commit/c67a368c16e4680b324b4f385398d638db4d8147']"
django,django,GHSA-vfq6-hq5r-27r6,CVE-2019-19844,critical,CWE-640,"Django before 1.11.27, 2.x before 2.2.9, and 3.x before 3.0.1 allows account takeover. A suitably crafted email address (that is equal to an existing user's email address after case transformation of Unicode characters) would allow an attacker to be sent a password reset token for the matched user account. (One mitigation in the new releases is to send password reset tokens only to the registered user email address.)","['https://nvd.nist.gov/vuln/detail/CVE-2019-19844', 'https://github.com/django/django/commit/5b1fbcef7a8bec991ebe7b2a18b5d5a95d72cb70', 'https://github.com/django/django/commit/f4cff43bf921fcea6a29b726eb66767f67753fa2', 'https://groups.google.com/forum/#!topic/django-announce/3oaB2rVH3a0', 'https://seclists.org/bugtraq/2020/Jan/9', 'https://www.debian.org/security/2020/dsa-4598', 'http://packetstormsecurity.com/files/155872/Django-Account-Hijack.html', 'https://security.gentoo.org/glsa/202004-17', 'https://github.com/django/django/commit/302a4ff1e8b1c798aab97673909c7a3dfda42c26', 'https://github.com/django/django/commit/4d334bea06cac63dc1272abcec545b85136cca0e', 'https://docs.djangoproject.com/en/dev/releases/security', 'https://github.com/advisories/GHSA-vfq6-hq5r-27r6', 'https://github.com/pypa/advisory-database/tree/main/vulns/django/PYSEC-2019-16.yaml', 'https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/HCM2DPUI7TOZWN4A6JFQFUVQ2XGE7GUD', 'https://security.netapp.com/advisory/ntap-20200110-0003', 'https://usn.ubuntu.com/4224-1', 'https://www.djangoproject.com/weblog/2019/dec/18/security-releases']",4,"['https://github.com/django/django/commit/5b1fbcef7a8bec991ebe7b2a18b5d5a95d72cb70', 'https://github.com/django/django/commit/f4cff43bf921fcea6a29b726eb66767f67753fa2', 'https://github.com/django/django/commit/302a4ff1e8b1c798aab97673909c7a3dfda42c26', 'https://github.com/django/django/commit/4d334bea06cac63dc1272abcec545b85136cca0e']"
django,django,GHSA-hvmf-r92r-27hr,CVE-2019-19118,high,CWE-276,"Django 2.1 before 2.1.15 and 2.2 before 2.2.8 allows unintended model editing. A Django model admin displaying inline related models, where the user has view-only permissions to a parent model but edit permissions to the inline model, would be presented with an editing UI, allowing POST requests, for updating the inline model. Directly editing the view-only parent model was not possible, but the parent model's save() method was called, triggering potential side effects, and causing pre and post-save signal handlers to be invoked. (To resolve this, the Django admin is adjusted to require edit permissions on the parent model in order for inline models to be editable.)","['https://nvd.nist.gov/vuln/detail/CVE-2019-19118', 'https://github.com/django/django/commit/103ebe2b5ff1b2614b85a52c239f471904d26244', 'https://github.com/django/django/commit/36f580a17f0b3cb087deadf3b65eea024f479c21', 'https://groups.google.com/forum/#!topic/django-announce/GjGqDvtNmWQ', 'http://www.openwall.com/lists/oss-security/2019/12/02/1', 'https://security.gentoo.org/glsa/202004-17', 'https://docs.djangoproject.com/en/dev/releases/security', 'https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/6R4HD22PVEVQ45H2JA2NXH443AYJOPL5', 'https://security.netapp.com/advisory/ntap-20191217-0003', 'https://www.djangoproject.com/weblog/2019/dec/02/security-releases', 'https://github.com/advisories/GHSA-hvmf-r92r-27hr', 'https://github.com/pypa/advisory-database/tree/main/vulns/django/PYSEC-2019-15.yaml']",2,"['https://github.com/django/django/commit/103ebe2b5ff1b2614b85a52c239f471904d26244', 'https://github.com/django/django/commit/36f580a17f0b3cb087deadf3b65eea024f479c21']"
django,django,GHSA-6r97-cj55-9hrq,CVE-2019-14234,critical,CWE-89,"An issue was discovered in Django 1.11.x before 1.11.23, 2.1.x before 2.1.11, and 2.2.x before 2.2.4. Due to an error in shallow key transformation, key and index lookups for django.contrib.postgres.fields.JSONField, and key lookups for django.contrib.postgres.fields.HStoreField, were subject to SQL injection. This could, for example, be exploited via crafted use of ""OR 1=1"" in a key or index name to return all records, using a suitably crafted dictionary, with dictionary expansion, as the **kwargs passed to the QuerySet.filter() function.","['https://nvd.nist.gov/vuln/detail/CVE-2019-14234', 'https://groups.google.com/forum/#!topic/django-announce/jIoju2-KLDs', 'https://github.com/django/django/commit/4f5b58f5cd3c57fee9972ab074f8dc6895d8f387', 'https://github.com/django/django/commit/ed682a24fca774818542757651bfba576c3fc3ef', 'https://github.com/django/django/commit/f74b3ae3628c26e1b4f8db3d13a91d52a833a975', 'https://docs.djangoproject.com/en/dev/releases/security', 'https://github.com/advisories/GHSA-6r97-cj55-9hrq', 'https://github.com/pypa/advisory-database/tree/main/vulns/django/PYSEC-2019-13.yaml', 'https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/STVX7X7IDWAH5SKE6MBMY3TEI6ZODBTK', 'https://seclists.org/bugtraq/2019/Aug/15', 'https://security.gentoo.org/glsa/202004-17', 'https://security.netapp.com/advisory/ntap-20190828-0002', 'https://www.debian.org/security/2019/dsa-4498', 'https://www.djangoproject.com/weblog/2019/aug/01/security-releases', 'http://lists.opensuse.org/opensuse-security-announce/2019-08/msg00025.html']",3,"['https://github.com/django/django/commit/4f5b58f5cd3c57fee9972ab074f8dc6895d8f387', 'https://github.com/django/django/commit/ed682a24fca774818542757651bfba576c3fc3ef', 'https://github.com/django/django/commit/f74b3ae3628c26e1b4f8db3d13a91d52a833a975']"
django,django,GHSA-h5jv-4p7w-64jg,CVE-2019-14233,high,CWE-400,"An issue was discovered in Django 1.11.x before 1.11.23, 2.1.x before 2.1.11, and 2.2.x before 2.2.4. Due to the behaviour of the underlying HTMLParser, django.utils.html.strip_tags would be extremely slow to evaluate certain inputs containing large sequences of nested incomplete HTML entities.","['https://nvd.nist.gov/vuln/detail/CVE-2019-14233', 'https://groups.google.com/forum/#!topic/django-announce/jIoju2-KLDs', 'https://seclists.org/bugtraq/2019/Aug/15', 'https://security.gentoo.org/glsa/202004-17', 'https://www.debian.org/security/2019/dsa-4498', 'http://lists.opensuse.org/opensuse-security-announce/2019-08/msg00006.html', 'http://lists.opensuse.org/opensuse-security-announce/2019-08/msg00025.html', 'https://docs.djangoproject.com/en/dev/releases/security', 'https://github.com/advisories/GHSA-h5jv-4p7w-64jg', 'https://github.com/pypa/advisory-database/tree/main/vulns/django/PYSEC-2019-12.yaml', 'https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/STVX7X7IDWAH5SKE6MBMY3TEI6ZODBTK', 'https://security.netapp.com/advisory/ntap-20190828-0002', 'https://www.djangoproject.com/weblog/2019/aug/01/security-releases']",0,[]
django,django,GHSA-v9qg-3j8p-r63v,CVE-2019-14235,high,CWE-674,"An issue was discovered in Django 1.11.x before 1.11.23, 2.1.x before 2.1.11, and 2.2.x before 2.2.4. If passed certain inputs, django.utils.encoding.uri_to_iri could lead to significant memory usage due to a recursion when repercent-encoding invalid UTF-8 octet sequences.","['https://nvd.nist.gov/vuln/detail/CVE-2019-14235', 'https://groups.google.com/forum/#!topic/django-announce/jIoju2-KLDs', 'https://seclists.org/bugtraq/2019/Aug/15', 'https://security.gentoo.org/glsa/202004-17', 'https://www.debian.org/security/2019/dsa-4498', 'http://lists.opensuse.org/opensuse-security-announce/2019-08/msg00006.html', 'http://lists.opensuse.org/opensuse-security-announce/2019-08/msg00025.html', 'https://docs.djangoproject.com/en/dev/releases/security', 'https://github.com/advisories/GHSA-v9qg-3j8p-r63v', 'https://github.com/pypa/advisory-database/tree/main/vulns/django/PYSEC-2019-14.yaml', 'https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/STVX7X7IDWAH5SKE6MBMY3TEI6ZODBTK', 'https://security.netapp.com/advisory/ntap-20190828-0002', 'https://www.djangoproject.com/weblog/2019/aug/01/security-releases']",0,[]
django,django,GHSA-c4qh-4vgv-qc6g,CVE-2019-14232,high,CWE-400,"An issue was discovered in Django 1.11.x before 1.11.23, 2.1.x before 2.1.11, and 2.2.x before 2.2.4. If `django.utils.text.Truncator`'s `chars()` and `words()` methods were passed the `html=True` argument, they were extremely slow to evaluate certain inputs due to a catastrophic backtracking vulnerability in a regular expression. The `chars()` and `words()` methods are used to implement the `truncatechars_htm`l and `truncatewords_html` template filters, which were thus vulnerable.","['https://nvd.nist.gov/vuln/detail/CVE-2019-14232', 'https://groups.google.com/forum/#!topic/django-announce/jIoju2-KLDs', 'https://seclists.org/bugtraq/2019/Aug/15', 'https://security.gentoo.org/glsa/202004-17', 'https://www.debian.org/security/2019/dsa-4498', 'http://lists.opensuse.org/opensuse-security-announce/2019-08/msg00006.html', 'http://lists.opensuse.org/opensuse-security-announce/2019-08/msg00025.html', 'https://github.com/pypa/advisory-db/tree/main/vulns/django/PYSEC-2019-11.yaml', 'https://www.openwall.com/lists/oss-security/2023/10/04/6', 'http://www.openwall.com/lists/oss-security/2023/10/04/6', 'https://docs.djangoproject.com/en/dev/releases/security', 'https://groups.google.com/forum/#%21topic/django-announce/jIoju2-KLDs', 'https://lists.fedoraproject.org/archives/list/package-announce%40lists.fedoraproject.org/message/STVX7X7IDWAH5SKE6MBMY3TEI6ZODBTK', 'https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/STVX7X7IDWAH5SKE6MBMY3TEI6ZODBTK', 'https://lists.opensuse.org/archives/list/security-announce@lists.opensuse.org/message/3LGJSPCN3VEG2UJPYCUB6TU75JTIV2TQ', 'https://lists.opensuse.org/archives/list/security-announce@lists.opensuse.org/message/5XTP44JEOSNXRVW4JDZXA5XGMBDZLWSW', 'https://security.netapp.com/advisory/ntap-20190828-0002', 'https://www.djangoproject.com/weblog/2019/aug/01/security-releases', 'http://www.openwall.com/lists/oss-security/2024/03/04/1', 'https://github.com/pypa/advisory-database/tree/main/vulns/django/PYSEC-2019-11.yaml', 'https://github.com/advisories/GHSA-c4qh-4vgv-qc6g']",0,[]
django,django,GHSA-h582-2pch-3xv3,CVE-2015-5143,high,CWE-770,"The session backends in Django before 1.4.21, 1.5.x through 1.6.x, 1.7.x before 1.7.9, and 1.8.x before 1.8.3 allows remote attackers to cause a denial of service (session store consumption) via multiple requests with unique session keys.","['https://nvd.nist.gov/vuln/detail/CVE-2015-5143', 'https://github.com/advisories/GHSA-h582-2pch-3xv3', 'https://security.gentoo.org/glsa/201510-06', 'http://lists.fedoraproject.org/pipermail/package-announce/2015-November/172084.html', 'http://lists.opensuse.org/opensuse-updates/2015-10/msg00043.html', 'http://lists.opensuse.org/opensuse-updates/2015-10/msg00046.html', 'http://rhn.redhat.com/errata/RHSA-2015-1678.html', 'http://rhn.redhat.com/errata/RHSA-2015-1686.html', 'http://www.debian.org/security/2015/dsa-3305', 'http://www.oracle.com/technetwork/topics/security/bulletinoct2015-2511968.html', 'http://www.ubuntu.com/usn/USN-2671-1', 'https://github.com/django/django/commit/1828f4341ec53a8684112d24031b767eba557663', 'https://github.com/django/django/commit/2e47f3e401c29bc2ba5ab794d483cb0820855fb9', 'https://github.com/django/django/commit/66d12d1ababa8f062857ee5eb43276493720bf16', 'https://www.djangoproject.com/weblog/2015/jul/08/security-releases', 'https://github.com/pypa/advisory-database/tree/main/vulns/django/PYSEC-2015-20.yaml']",3,"['https://github.com/django/django/commit/1828f4341ec53a8684112d24031b767eba557663', 'https://github.com/django/django/commit/2e47f3e401c29bc2ba5ab794d483cb0820855fb9', 'https://github.com/django/django/commit/66d12d1ababa8f062857ee5eb43276493720bf16']"
django,django,GHSA-6c7v-2f49-8h26,CVE-2019-12781,medium,CWE-319,"An issue was discovered in Django 1.11 before 1.11.22, 2.1 before 2.1.10, and 2.2 before 2.2.3. An HTTP request is not redirected to HTTPS when the SECURE_PROXY_SSL_HEADER and SECURE_SSL_REDIRECT settings are used, and the proxy connects to Django via HTTPS. In other words, django.http.HttpRequest.scheme has incorrect behavior when a client uses HTTP.","['https://nvd.nist.gov/vuln/detail/CVE-2019-12781', 'http://www.openwall.com/lists/oss-security/2019/07/01/3', 'https://groups.google.com/forum/#!topic/django-announce/Is4kLY9ZcZQ', 'https://seclists.org/bugtraq/2019/Jul/10', 'https://www.debian.org/security/2019/dsa-4476', 'http://lists.opensuse.org/opensuse-security-announce/2019-08/msg00006.html', 'http://lists.opensuse.org/opensuse-security-announce/2019-08/msg00025.html', 'https://docs.djangoproject.com/en/dev/releases/security', 'https://github.com/advisories/GHSA-6c7v-2f49-8h26', 'https://github.com/pypa/advisory-database/tree/main/vulns/django/PYSEC-2019-10.yaml', 'https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/5VXXWIOQGXOB7JCGJ3CVUW673LDHKEYL', 'https://security.netapp.com/advisory/ntap-20190705-0002', 'https://usn.ubuntu.com/4043-1', 'https://www.djangoproject.com/weblog/2019/jul/01/security-releases']",0,[]
django,django,GHSA-7rp2-fm2h-wchj,CVE-2019-12308,medium,CWE-79,"An issue was discovered in Django 1.11 before 1.11.21, 2.1 before 2.1.9, and 2.2 before 2.2.2. The clickable Current URL value displayed by the AdminURLFieldWidget displays the provided value without validating it as a safe URL. Thus, an unvalidated value stored in the database, or a value provided as a URL query parameter payload, could result in an clickable JavaScript link.","['https://nvd.nist.gov/vuln/detail/CVE-2019-12308', 'http://www.openwall.com/lists/oss-security/2019/06/03/2', 'https://groups.google.com/forum/#!topic/django-announce/GEbHU7YoVz8', 'https://github.com/django/django/commit/09186a13d975de6d049f8b3e05484f66b01ece62', 'https://github.com/django/django/commit/afddabf8428ddc89a332f7a78d0d21eaf2b5a673', 'https://github.com/django/django/commit/c238701859a52d584f349cce15d56c8e8137c52b', 'https://docs.djangoproject.com/en/dev/releases/1.11.21', 'https://docs.djangoproject.com/en/dev/releases/2.1.9', 'https://docs.djangoproject.com/en/dev/releases/2.2.2', 'https://docs.djangoproject.com/en/dev/releases/security', 'https://www.djangoproject.com/weblog/2019/jun/03/security-releases', 'https://www.debian.org/security/2019/dsa-4476', 'https://usn.ubuntu.com/4043-1', 'https://security.gentoo.org/glsa/202004-17', 'https://seclists.org/bugtraq/2019/Jul/10', 'https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/USYRARSYB7PE3S2ZQO7PZNWMH7RPGL5G', 'https://lists.debian.org/debian-lts-announce/2019/07/msg00001.html', 'https://lists.debian.org/debian-lts-announce/2019/06/msg00001.html', 'https://github.com/pypa/advisory-database/tree/main/vulns/django/PYSEC-2019-79.yaml', 'https://github.com/advisories/GHSA-7rp2-fm2h-wchj', 'http://lists.opensuse.org/opensuse-security-announce/2019-08/msg00006.html', 'http://lists.opensuse.org/opensuse-security-announce/2019-08/msg00025.html']",3,"['https://github.com/django/django/commit/09186a13d975de6d049f8b3e05484f66b01ece62', 'https://github.com/django/django/commit/afddabf8428ddc89a332f7a78d0d21eaf2b5a673', 'https://github.com/django/django/commit/c238701859a52d584f349cce15d56c8e8137c52b']"
django,django,GHSA-wh4h-v3f2-r2pp,CVE-2019-6975,high,CWE-770,"Django 1.11.x before 1.11.19, 2.0.x before 2.0.11, and 2.1.x before 2.1.6 allows Uncontrolled Memory Consumption via a malicious attacker-supplied value to the `django.utils.numberformat.format()` function.","['https://nvd.nist.gov/vuln/detail/CVE-2019-6975', 'https://groups.google.com/forum/#!topic/django-announce/WTwEAprR0IQ', 'https://seclists.org/bugtraq/2019/Jul/10', 'https://www.debian.org/security/2019/dsa-4476', 'https://www.openwall.com/lists/oss-security/2019/02/11/1', 'https://github.com/django/django/commit/0bbb560183fabf0533289700845dafa94951f227', 'https://github.com/django/django/commit/1f42f82566c9d2d73aff1c42790d6b1b243f7676', 'https://github.com/django/django/commit/40cd19055773705301c3428ed5e08a036d2091f3', 'https://web.archive.org/web/20200227084713/http://www.securityfocus.com/bid/106964', 'https://docs.djangoproject.com/en/dev/releases/security', 'https://github.com/advisories/GHSA-wh4h-v3f2-r2pp', 'https://github.com/pypa/advisory-database/tree/main/vulns/django/PYSEC-2019-18.yaml', 'https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/66WMXHGBXD7GSM3PEXVCMCAGLMQYHZCU', 'https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/HVXDOVCXLD74SHR2BENGCE2OOYYYWJHZ', 'https://usn.ubuntu.com/3890-1', 'https://www.djangoproject.com/weblog/2019/feb/11/security-releases']",3,"['https://github.com/django/django/commit/0bbb560183fabf0533289700845dafa94951f227', 'https://github.com/django/django/commit/1f42f82566c9d2d73aff1c42790d6b1b243f7676', 'https://github.com/django/django/commit/40cd19055773705301c3428ed5e08a036d2091f3']"
django,django,GHSA-337x-4q8g-prc5,CVE-2019-3498,high,CWE-20,"In Django 1.11.x before 1.11.18, 2.0.x before 2.0.10, and 2.1.x before 2.1.5, an Improper Neutralization of Special Elements in Output Used by a Downstream Component issue exists in `django.views.defaults.page_not_found()`, leading to content spoofing (in a 404 error page) if a user fails to recognize that a crafted URL has malicious content.","['https://nvd.nist.gov/vuln/detail/CVE-2019-3498', 'https://github.com/advisories/GHSA-337x-4q8g-prc5', 'https://groups.google.com/forum/#!topic/django-announce/VYU7xQQTEPQ', 'https://lists.debian.org/debian-lts-announce/2019/01/msg00005.html', 'https://www.debian.org/security/2019/dsa-4363', 'https://web.archive.org/web/20200227094237/http://www.securityfocus.com/bid/106453', 'https://docs.djangoproject.com/en/dev/releases/security', 'https://github.com/pypa/advisory-database/tree/main/vulns/django/PYSEC-2019-17.yaml', 'https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/HVXDOVCXLD74SHR2BENGCE2OOYYYWJHZ', 'https://usn.ubuntu.com/3851-1', 'https://www.djangoproject.com/weblog/2019/jan/04/security-releases']",0,[]
django,django,GHSA-9r8w-6x8c-6jr9,CVE-2017-12794,medium,CWE-79,"In Django 1.10.x before 1.10.8 and 1.11.x before 1.11.5, HTML autoescaping was disabled in a portion of the template for the technical 500 debug page. Given the right circumstances, this allowed a cross-site scripting attack. This vulnerability shouldn't affect most production sites since you shouldn't run with `DEBUG = True` (which makes this page accessible) in your production settings.","['https://nvd.nist.gov/vuln/detail/CVE-2017-12794', 'https://github.com/advisories/GHSA-9r8w-6x8c-6jr9', 'https://web.archive.org/web/20170927072701/http://www.securitytracker.com/id/1039264', 'https://web.archive.org/web/20200227150819/http://www.securityfocus.com/bid/100643', 'https://github.com/django/django/commit/58e08e80e362db79eb0fd775dc81faad90dca47a', 'https://github.com/django/django/commit/e35a0c56086924f331e9422daa266e907a4784cc', 'https://usn.ubuntu.com/3559-1', 'https://www.djangoproject.com/weblog/2017/sep/05/security-releases', 'https://github.com/pypa/advisory-database/tree/main/vulns/django/PYSEC-2017-44.yaml']",2,"['https://github.com/django/django/commit/58e08e80e362db79eb0fd775dc81faad90dca47a', 'https://github.com/django/django/commit/e35a0c56086924f331e9422daa266e907a4784cc']"
django,django,GHSA-37hp-765x-j95x,CVE-2017-7233,medium,CWE-601,"Django 1.10 before 1.10.7, 1.9 before 1.9.13, and 1.8 before 1.8.18 relies on user input in some cases to redirect the user to an ""on success"" URL. The security check for these redirects (namely ``django.utils.http.is_safe_url()``) considered some numeric URLs ""safe"" when they shouldn't be, aka an open redirect vulnerability. Also, if a developer relies on ``is_safe_url()`` to provide safe redirect targets and puts such a URL into a link, they could suffer from an XSS attack.","['https://nvd.nist.gov/vuln/detail/CVE-2017-7233', 'https://access.redhat.com/errata/RHSA-2017:1445', 'https://access.redhat.com/errata/RHSA-2017:1451', 'https://access.redhat.com/errata/RHSA-2017:1462', 'https://access.redhat.com/errata/RHSA-2017:1470', 'https://access.redhat.com/errata/RHSA-2017:1596', 'https://access.redhat.com/errata/RHSA-2017:3093', 'https://access.redhat.com/errata/RHSA-2018:2927', 'https://github.com/advisories/GHSA-37hp-765x-j95x', 'http://www.debian.org/security/2017/dsa-3835', 'https://github.com/django/django/commit/254326cb3682389f55f886804d2c43f7b9f23e4f', 'https://github.com/django/django/commit/8339277518c7d8ec280070a780915304654e3b66', 'https://github.com/django/django/commit/f824655bc2c50b19d2f202d7640785caabc82787', 'https://www.djangoproject.com/weblog/2017/apr/04/security-releases', 'https://github.com/pypa/advisory-database/tree/main/vulns/django/PYSEC-2017-9.yaml']",3,"['https://github.com/django/django/commit/254326cb3682389f55f886804d2c43f7b9f23e4f', 'https://github.com/django/django/commit/8339277518c7d8ec280070a780915304654e3b66', 'https://github.com/django/django/commit/f824655bc2c50b19d2f202d7640785caabc82787']"
django,django,GHSA-h4hv-m4h4-mhwg,CVE-2017-7234,medium,CWE-601,"A maliciously crafted URL to a Django (1.10 before 1.10.7, 1.9 before 1.9.13, and 1.8 before 1.8.18) site using the `django.views.static.serve()` view could redirect to any other domain, aka an open redirect vulnerability.","['https://nvd.nist.gov/vuln/detail/CVE-2017-7234', 'https://github.com/advisories/GHSA-h4hv-m4h4-mhwg', 'http://www.debian.org/security/2017/dsa-3835', 'https://web.archive.org/web/20170429023907/http://www.securitytracker.com/id/1038177', 'https://web.archive.org/web/20170526042328/http://www.securityfocus.com/bid/97401', 'https://github.com/django/django/commit/2a9f6ef71b8e23fd267ee2be1be26dde8ab67037', 'https://github.com/django/django/commit/4a6b945dffe8d10e7cec107d93e6efaebfbded29', 'https://github.com/django/django/commit/5f1ffb07afc1e59729ce2b283124116d6c0659e4', 'https://www.djangoproject.com/weblog/2017/apr/04/security-releases', 'https://github.com/pypa/advisory-database/tree/main/vulns/django/PYSEC-2017-10.yaml']",3,"['https://github.com/django/django/commit/2a9f6ef71b8e23fd267ee2be1be26dde8ab67037', 'https://github.com/django/django/commit/4a6b945dffe8d10e7cec107d93e6efaebfbded29', 'https://github.com/django/django/commit/5f1ffb07afc1e59729ce2b283124116d6c0659e4']"
django,django,GHSA-r28v-mw67-m5p9,CVE-2018-7536,medium,CWE-185,"An issue was discovered in Django 2.0 before 2.0.3, 1.11 before 1.11.11, and 1.8 before 1.8.19. The `django.utils.html.urlize()` function was extremely slow to evaluate certain inputs due to catastrophic backtracking vulnerabilities in two regular expressions (only one regular expression for Django 1.8.x). The `urlize()` function is used to implement the urlize and urlizetrunc template filters, which were thus vulnerable.","['https://nvd.nist.gov/vuln/detail/CVE-2018-7536', 'https://access.redhat.com/errata/RHSA-2018:2927', 'https://access.redhat.com/errata/RHSA-2019:0051', 'https://access.redhat.com/errata/RHSA-2019:0082', 'https://access.redhat.com/errata/RHSA-2019:0265', 'https://github.com/advisories/GHSA-r28v-mw67-m5p9', 'https://lists.debian.org/debian-lts-announce/2018/03/msg00006.html', 'https://www.debian.org/security/2018/dsa-4161', 'https://github.com/django/django/commit/1ca63a66ef3163149ad822701273e8a1844192c2', 'https://github.com/django/django/commit/abf89d729f210c692a50e0ad3f75fb6bec6fae16', 'https://github.com/django/django/commit/e157315da3ae7005fa0683ffc9751dbeca7306c8', 'https://github.com/pypa/advisory-database/tree/main/vulns/django/PYSEC-2018-5.yaml', 'https://usn.ubuntu.com/3591-1', 'https://web.archive.org/web/20200227131019/http://www.securityfocus.com/bid/103361', 'https://www.djangoproject.com/weblog/2018/mar/06/security-releases']",3,"['https://github.com/django/django/commit/1ca63a66ef3163149ad822701273e8a1844192c2', 'https://github.com/django/django/commit/abf89d729f210c692a50e0ad3f75fb6bec6fae16', 'https://github.com/django/django/commit/e157315da3ae7005fa0683ffc9751dbeca7306c8']"
